given_name,family_name,gender,birthdate,language,street,postcode,city,country,latitude,longitude,phone_number
Ana Belén,Ortuño,female,1973-06-16,es,Pasaje Albert Ortiz 15,20272,Tarragona,Spain,36.890029,-5.388505,+34 980396589
Adriana,Arrieta,female,2002-07-14,es,Vial Samu Nicolau 380,20151,Zaragoza,Spain,39.460115,-5.691593,+34806782027
Victoria,Peralta,female,1944-02-24,es,Glorieta Édgar Pacheco 19 Apt. 69 ,31639,Madrid,Spain,38.6958,-6.252477,+34876 35 41 89
Mariana,Gomis,female,1983-02-19,es,Pasaje de Osvaldo Acuña 44 Apt. 51 ,14144,Cantabria,Spain,37.336429,-4.525664,+34 982 162 990
Cirino,Redondo,male,1990-02-24,es,Paseo Armando Peña 63,24578,Murcia,Spain,40.176166,-1.595525,+34925 666 353
Gala,Trillo,female,1949-03-19,es,Vial de Pastor Nogués 73,16124,Cáceres,Spain,40.039961,-7.025803,+34901 87 34 67
Amelia,Figuerola,female,1943-04-13,es,Callejón Juan Francisco Lluch 31,22038,Lleida,Spain,39.442824,-5.005356,+34 942 913 428
Valero,Fernández,male,1943-09-05,es,Pasaje de Ernesto Ayllón 65,21076,Las Palmas,Spain,41.642352,-6.373204,+34828661877
Amaro,Pujadas,male,1936-12-17,es,Plaza de Jafet Quiroga 824,41914,Toledo,Spain,37.674581,-4.981587,+34 849 276 749
Saturnina,Cardona,female,1964-03-17,es,Plaza de Ale Viña 2 Puerta 8 ,11977,Guadalajara,Spain,41.692201,1.449662,+34 826232488
Vasco,Lozano,male,1951-05-21,es,C. Amado Coronado 84 Apt. 87 ,25076,Ciudad,Spain,42.519266,-1.740946,+34 941928359
Arcelia,Dávila,female,1943-01-21,es,Pasaje Belen Mateos 20,04209,Girona,Spain,42.263361,-7.130621,+34988 32 38 13
Piedad,Rincón,female,1936-12-14,es,Cuesta Encarnacion Cortés 54 Puerta 6 ,36620,Vizcaya,Spain,40.706018,-2.580209,+34 947 70 25 28
Pío,Giralt,male,1960-04-09,es,Plaza Leocadia Sandoval 77 Puerta 6 ,27596,Navarra,Spain,39.838689,-4.884176,+34974 82 61 09
Maximiliano,Leiva,male,1937-07-19,es,Rambla de María Miralles 32,05813,La Rioja,Spain,41.881769,-2.188469,+34849643637
Luisa,Uría,female,1964-05-08,es,Plaza Encarnación Toledo 9 Apt. 53 ,12712,Valladolid,Spain,38.667965,0.003395,+34 884 605 802
Ámbar,Montes,female,1974-04-27,es,Callejón Santos Sanjuan 29 Apt. 16 ,51979,Barcelona,Spain,38.733587,-5.372522,+34712003550
Dorotea,Lasa,female,1991-05-15,es,Avenida de Teodosio Lladó 28 Apt. 38 ,38252,Toledo,Spain,41.870558,1.06446,+34 967041986
Eva,Vives,female,1946-12-25,es,Rambla Soledad Donoso 8,38250,Soria,Spain,43.462433,-6.353231,+34 852767800
Carmelo,Ávila,male,1937-07-25,es,Vial Ramón Trillo 2 Piso 9 ,15935,Cantabria,Spain,43.069074,-6.570987,+34887153487
Carla,Caballero,female,1960-12-08,es,Glorieta Juana Carro 505,38559,Zaragoza,Spain,41.312582,-2.102377,+34980791891
Armando,Anglada,male,1944-07-04,es,Cuesta Blas Gomis 47 Puerta 1 ,13890,Valladolid,Spain,38.002471,-5.231259,+34 920 82 56 78
Guiomar,Serna,female,1976-08-10,es,Via de Marisol Ferreras 647,28316,Burgos,Spain,41.008633,-5.364111,+34 867165130
Régulo,Aranda,male,1954-03-16,es,Urbanización Macaria Palmer 68,45833,Santa Cruz de Tenerife,Spain,39.185562,-6.769327,+34 705 232 415
Marciano,Nadal,male,1961-02-01,es,Acceso Magdalena Higueras 76,46416,Murcia,Spain,41.896232,-6.091985,+34885 87 09 97
Eutimio,Paz,male,1979-07-02,es,Pasadizo Marcial Bermejo 2,11023,Ávila,Spain,40.331532,-5.212462,+34 924086901
Carlota,Almagro,female,1983-05-26,es,Avenida de Nayara Donaire 99 Puerta 1 ,09804,Castellón,Spain,41.92488,-4.443943,+34 846 787 728
Luis Ángel,Villaverde,male,1981-11-16,es,Via de Marcia Jaume 54 Piso 4 ,43688,Lugo,Spain,42.702998,-0.623196,+34871 295 381
Artemio,Garzón,male,2004-12-22,es,Callejón de Lara Quesada 33,17626,Vizcaya,Spain,43.282819,-7.836236,+34 981 823 508
Norberto,Canet,male,1939-11-11,es,Paseo de Herminia Garrido 24 Apt. 89 ,48823,Guipúzcoa,Spain,42.472253,-3.376942,+34 811964194
Jovita,Martorell,female,1953-03-17,es,Callejón Laura Llopis 8 Piso 1 ,29519,Huesca,Spain,39.787502,-2.164954,+34 980745587
Alonso,Ortega,male,1997-10-09,es,Paseo de Ciro Saavedra 186,22902,Córdoba,Spain,40.842472,-1.61634,+34941506034
Adán,Heredia,male,1949-12-20,es,Callejón Melania Carballo 23,42501,Lleida,Spain,39.309765,-4.092301,+34 877 80 39 71
Norberto,Suárez,male,2003-07-18,es,Paseo de Goyo Ferrera 56,30314,Ávila,Spain,40.928213,0.706343,+34 841 985 603
Ignacia,Bueno,female,1958-08-03,es,Via Olga Salinas 8 Puerta 3 ,30456,Sevilla,Spain,42.695476,-2.450987,+34 968 049 586
Alonso,Roman,male,1954-12-20,es,Vial Urbano Aparicio 88 Piso 9 ,34490,Burgos,Spain,36.946766,-5.366148,+34 885 248 704
Macaria,Mármol,female,1994-09-30,es,Acceso de Balduino Palau 90 Apt. 80 ,10697,Ciudad,Spain,42.984566,-4.585024,+34 821915193
Obdulia,Camps,female,1992-04-21,es,Pasadizo Renata Martinez 95,25028,Murcia,Spain,42.888626,-8.779107,+34 979 389 878
Adolfo,Peral,male,1962-02-22,es,Pasaje Luz Buendía 43 Piso 8 ,34245,La Rioja,Spain,42.320376,-7.793291,+34 949614434
Pánfilo,Sevilla,male,1953-02-18,es,Acceso Wilfredo Riba 78,44486,Cantabria,Spain,42.172337,-1.417451,+34947 31 95 06
Bonifacio,Ramirez,male,1987-02-15,es,Rambla de Maximino Benítez 53,48663,Navarra,Spain,38.240365,-2.80892,+34845592899
Hilario,Baena,male,1975-03-24,es,Callejón de Pilar Ramírez 83,42390,Soria,Spain,37.841265,-1.570633,+34974 920 478
Rodolfo,Espada,male,1984-09-24,es,Vial de Leonardo Medina 51 Apt. 19 ,25107,Girona,Spain,37.524052,-2.826449,+34 978637811
Ale,Martinez,male,1986-11-09,es,Acceso de Flor Sacristán 2,25961,Granada,Spain,39.419121,-5.446141,+34979566075
Guadalupe,Laguna,male,1983-07-31,es,Cañada de América Perea 137,28676,Cádiz,Spain,41.377651,-3.91033,+34971254771
Alfonso,Estevez,male,1951-11-20,es,Cuesta de Marisa Aller 575,05590,Palencia,Spain,41.369809,-4.793823,+34 865 03 68 55
Estela,Godoy,female,1962-05-20,es,Via de Sonia Company 766 Puerta 2 ,32132,Madrid,Spain,38.168752,-6.109475,+34 806 682 046
José Antonio,Carballo,male,1991-05-20,es,Via de Leyre Camacho 2,24634,León,Spain,38.010218,-1.043622,+34983 033 056
Nilo,Francisco,male,1944-09-01,es,Avenida José Ángel Losada 80 Puerta 6 ,22385,Teruel,Spain,40.521775,-6.459853,+34948239594
Noa,Pelayo,female,1978-05-03,es,Pasaje Fidela Guzman 88 Puerta 3 ,22878,Cantabria,Spain,39.999469,-6.602702,+34 987 60 50 62
Rosa,Vélez,female,2000-12-21,es,Via de África Castellanos 1,06428,Álava,Spain,37.103167,-4.990459,+34874 020 066
Rosario,Vergara,female,1991-02-10,es,Avenida de Cruz Araujo 88,51724,Girona,Spain,41.778273,-0.687389,+34 878406500
Isaac,Sala,male,1943-05-30,es,Cañada Rufina Bárcena 71 Puerta 9 ,39120,Burgos,Spain,39.877331,-3.078005,+34 844 97 52 02
Eugenio,Uriarte,male,1946-05-22,es,Acceso de Candelas Real 213 Piso 2 ,43600,La Rioja,Spain,42.791476,-7.599055,+34 705 57 79 02
Félix,Fabra,male,1940-04-03,es,Via de Rufina Fonseca 3,02080,Guadalajara,Spain,42.471181,-3.279311,+34 821711139
Rosa,Gutierrez,female,1954-10-04,es,Pasaje Leticia Saldaña 283,46377,Lugo,Spain,40.290777,-1.431908,+34 885 563 483
Andrés,Fábregas,male,1992-12-05,es,Vial Casandra Tejedor 968 Puerta 8 ,43632,La Coruña,Spain,42.37073,-1.715196,+34 874334697
Bautista,Vicens,male,1980-07-06,es,Calle Evaristo Noguera 84 Piso 5 ,15111,Granada,Spain,42.147294,0.994197,+34 877210653
Edelmiro,Maestre,male,1964-12-30,es,Avenida Norberto Cervera 96,42105,La Coruña,Spain,41.165846,0.608665,+34 987 75 10 60
Clementina,Vallés,female,1963-03-30,es,Callejón de Flavia Abascal 135 Apt. 60 ,25754,La Coruña,Spain,43.456023,-7.681038,+34943506158
Nuria,Pou,female,1977-10-11,es,Camino de Gaspar Carvajal 35,50354,Toledo,Spain,40.838737,-4.782841,+34 824 43 61 76
Cirino,Esteve,male,2000-04-13,es,Paseo de Matías Goñi 55 Apt. 12 ,10820,Navarra,Spain,41.424966,-1.675539,+34 714038688
Reyes,Belda,male,1993-01-31,es,Pasaje Edmundo Múñiz 79,35842,Lleida,Spain,40.597868,-3.533464,+34975 249 737
Ale,Laguna,male,1956-06-13,es,Alameda María José Galindo 217 Apt. 45 ,06640,Toledo,Spain,39.164514,-2.603294,+34 873 15 51 20
Pablo,Iglesia,male,1971-06-27,es,Calle de Daniela Marin 56 Piso 2 ,30481,Vizcaya,Spain,38.418153,-5.814108,+34846 62 56 03
Ovidio,Pardo,male,1941-03-09,es,Callejón Viviana Priego 64,20394,Alicante,Spain,41.110799,-4.193856,+34 886 320 419
Mayte,Solsona,female,1994-05-23,es,Calle de Gabriela Cardona 511 Apt. 10 ,39797,Guadalajara,Spain,38.358994,-0.651506,+34927 78 07 13
Jose Miguel,Valera,male,2004-07-25,es,Avenida de Mariana Tomas 44 Puerta 5 ,05877,Segovia,Spain,38.41852,-4.718559,+34 947 71 33 56
Ezequiel,Gimenez,male,1939-02-03,es,Ronda Rodolfo Rodrigo 11,38885,Córdoba,Spain,43.479866,-5.621689,+34 976 907 778
Fabricio,Peláez,male,1991-09-05,es,Plaza Narcisa Naranjo 858,06579,Granada,Spain,42.22548,0.711488,+34950 42 04 91
Febe,Llorens,female,1950-11-25,es,Callejón de Lupita Santos 4 Piso 9 ,22396,Burgos,Spain,41.305147,-2.018424,+34 982930798
Gervasio,Piña,male,2007-02-01,es,Ronda Manola Hernandez 73 Puerta 6 ,25906,La Rioja,Spain,38.79613,-0.280749,+34874 359 228
Gil,Milla,male,1994-11-11,es,Pasaje Dionisio Aguilera 76,24894,Cantabria,Spain,39.067966,-0.553559,+34880 148 748
José,Gámez,male,1973-09-09,es,Camino Sabas Perea 38 Puerta 9 ,01575,Cuenca,Spain,42.42146,-5.24647,+34 902 80 12 09
Ofelia,Escrivá,female,2008-01-19,es,Pasadizo de Isidro Benavente 1 Puerta 9 ,33061,Badajoz,Spain,41.957995,-2.627558,+34844 80 44 49
Sandalio,Abad,male,1989-06-10,es,Acceso de Calixta Alcázar 158,06660,Burgos,Spain,40.393449,-4.988625,+34945538638
Úrsula,Dueñas,female,1985-11-16,es,Cuesta de Nicanor Gutiérrez 53 Puerta 7 ,48794,Valencia,Spain,37.045032,-6.069347,+34 943856941
Vera,Hernández,female,2002-10-01,es,Avenida Quirino Hernandez 5 Puerta 3 ,44704,Girona,Spain,42.151674,-8.156208,+34922 845 035
Ruth,Tello,female,1993-02-25,es,Camino Jordán Márquez 94 Apt. 83 ,13219,Girona,Spain,39.369454,-0.448938,+34847 60 33 86
Fito,Nevado,male,1971-07-21,es,Ronda de Severo Páez 61 Apt. 15 ,38960,León,Spain,43.063204,-3.178563,+34828417138
Melania,Márquez,female,1950-09-10,es,Plaza de Édgar Cortina 39,34793,Córdoba,Spain,40.858126,-5.602458,+34 982 15 71 03
Ramiro,Casanova,male,1995-04-14,es,Plaza Eli Gámez 19 Apt. 01 ,35348,Sevilla,Spain,36.844457,-5.577259,+34 714 134 659
Inmaculada,Narváez,female,1995-05-13,es,Urbanización de Alfredo Téllez 2,31575,La Coruña,Spain,39.967495,-5.044394,+34 981732938
Abel,Beltrán,male,2007-03-05,es,Pasadizo de Constanza Jiménez 1,21315,Ceuta,Spain,36.657209,-5.186665,+34 971 73 74 78
Rosalina,Escamilla,female,1949-08-14,es,Acceso de Caridad Lillo 49 Puerta 7 ,10855,Valencia,Spain,38.839091,-0.228583,+34847 32 84 95
Marina,Espada,female,2003-06-02,es,Alameda Ani Alcázar 644,04355,Salamanca,Spain,39.915062,-4.379064,+34887 303 626
Felix,Orozco,male,2002-08-05,es,Calle Elías Lluch 7,03034,Lugo,Spain,42.755484,-1.189711,+34 844 438 473
Flora,Pera,female,1960-06-21,es,Pasadizo de Moisés Escudero 58 Puerta 2 ,36600,Ávila,Spain,42.72309,-6.058928,+34 981 01 01 40
Constanza,Acedo,female,1999-08-10,es,Acceso de Martin Arranz 7 Puerta 5 ,33507,Teruel,Spain,42.378301,-6.102515,+34 984 526 904
Nicolasa,Aragón,female,2000-10-24,es,Camino Paz Calvo 85 Puerta 4 ,45907,Vizcaya,Spain,42.2696,-7.409327,+34878 321 536
Modesta,Aguado,female,1997-05-05,es,Avenida Berta Vara 6 Piso 6 ,11130,Jaén,Spain,39.854484,-6.820997,+34826 258 698
Cruz,Valentín,female,1976-03-04,es,Alameda Ángel Iñiguez 76 Piso 4 ,29476,Granada,Spain,37.916239,-6.027597,+34 975394033
Mario,Iborra,male,1963-05-08,es,Calle de Noa Acuña 57,26114,La Coruña,Spain,40.335474,-6.528347,+34878 64 42 15
Custodia,Balaguer,female,1951-09-28,es,Plaza de María Manuela Echeverría 23 Apt. 67 ,16359,Jaén,Spain,41.360694,-0.474904,+34824168197
Manuel,Tena,male,1989-04-09,es,Avenida Pastor Garcia 17 Puerta 4 ,41515,Cuenca,Spain,42.790615,-7.919425,+34 877 919 674
Samu,Haro,male,1964-10-06,es,Callejón Begoña Ocaña 87 Apt. 02 ,06573,Lugo,Spain,39.592628,-5.063311,+34976 557 130
Eugenio,Jordá,male,1969-06-24,es,Cañada de Constanza Cornejo 895 Piso 2 ,04057,Pontevedra,Spain,41.035301,-5.139761,+34984029502
Yago,Camps,male,1973-07-08,es,Cuesta Gastón Buendía 84,21922,Álava,Spain,42.659253,-0.283833,+34843418796
Isabela,Vara,female,1996-04-18,es,Pasadizo Fortunato Pozo 52 Puerta 5 ,17809,Palencia,Spain,41.403135,0.826238,+34 871 10 71 78
Maxi,Duarte,female,1937-06-06,es,Callejón Marcial Pujadas 321 Piso 6 ,32074,Sevilla,Spain,41.424653,-3.250539,+34 711 86 58 32
Lucía,Cañete,female,1961-07-21,es,Pasaje de Carlito Roldan 5 Piso 2 ,13002,Valladolid,Spain,37.770078,-1.005572,+34 926881149
Albert,Palomino,male,1969-03-11,es,Pasadizo de Florentino Montero 42 Puerta 8 ,24074,Málaga,Spain,39.244813,-4.357806,+34 824 475 095
Eulalia,Paredes,female,2007-10-19,es,Ronda de Violeta Escolano 12,08665,Murcia,Spain,37.355396,-6.825427,+34 972 42 56 89
Dimas,Barceló,male,1967-06-04,es,Acceso Lola Hervia 92,16336,La Coruña,Spain,36.761153,-4.644875,+34 947 587 390
Lupe,Valenzuela,female,1948-11-05,es,Ronda de Liliana Diéguez 45,16231,Tarragona,Spain,41.913287,-1.890874,+34 944 73 42 10
Encarnación,Guzmán,female,1961-06-27,es,Alameda Baldomero Priego 1 Piso 0 ,16169,Ourense,Spain,42.825159,-5.441852,+34901896582
Cristina,Bauzà,female,1988-11-02,es,Pasadizo de Ulises Martí 19,02271,Las Palmas,Spain,37.887105,-2.283949,+34981 56 52 42
Erasmo,Jaume,male,1952-05-29,es,Ronda de Gloria Solano 3 Piso 1 ,14083,León,Spain,41.809352,-5.961972,+34806 97 20 64
Joaquín,Mayo,male,2008-01-28,es,Pasaje Apolonia Saldaña 5 Apt. 14 ,37416,Sevilla,Spain,38.471063,-5.776437,+34988180460
Fernando,Isern,male,1977-11-05,es,Pasadizo Samanta Llobet 61,36051,Huelva,Spain,42.888911,-6.026036,+34 716198663
Geraldo,Malo,male,2006-12-18,es,Cuesta Lupe Torrijos 98 Puerta 2 ,41125,Badajoz,Spain,42.916166,-4.598495,+34972 32 27 21
Jacinto,Blázquez,male,1946-01-26,es,Cañada de Evangelina Egea 52 Piso 2 ,42959,Cádiz,Spain,39.471483,-6.310959,+34841 603 326
Florentino,Serna,male,1954-02-02,es,Urbanización Abigaíl Mendizábal 53,40466,Segovia,Spain,42.356141,-2.918373,+34 746 90 45 72
Martín,Aragón,male,1950-05-04,es,Via de Jose Luis Lopez 639,47249,Almería,Spain,36.462655,-5.717629,+34924 19 82 29
Iris,Perera,female,1935-04-05,es,Plaza de Natanael Peinado 6,40570,Santa Cruz de Tenerife,Spain,40.828918,-1.829817,+34 847 54 86 67
María Fernanda,Blanca,female,1944-08-18,es,C. de Wálter Alonso 82,27442,Castellón,Spain,40.272432,0.109671,+34 983 88 82 52
Aurelio,Falcón,male,1991-11-24,es,Cuesta Danilo Coloma 6 Apt. 89 ,01265,Málaga,Spain,38.221659,-5.31119,+34 831 00 65 97
Fortunata,Chaves,female,1987-11-20,es,Cuesta de Rosalina Villalobos 61,20165,Salamanca,Spain,43.28987,-2.444773,+34 849263444
Carlito,Giralt,male,1952-10-08,es,Pasaje de Abigaíl Gámez 138 Apt. 66 ,34208,Cáceres,Spain,40.580694,-4.711977,+34877 341 626
Elisa,Sáenz,female,1990-12-22,es,Rambla Raimundo Manjón 559,47883,Barcelona,Spain,39.262472,-6.328992,+34942 03 49 20
Delfina,Baró,female,1993-02-22,es,Calle Claudia Martínez 77 Piso 8 ,47572,Cantabria,Spain,39.894086,-0.092656,+34943343116
Toribio,Rozas,male,1997-10-14,es,Cañada Timoteo Pedraza 937 Piso 8 ,20633,Albacete,Spain,39.781778,-4.807016,+34 946124928
Alonso,Sanchez,male,1975-03-03,es,Vial Eloy Arce 23,04391,Segovia,Spain,39.472981,-2.252333,+34 880 188 860
Gervasio,Aguilar,male,1998-07-12,es,Glorieta de Gisela Calzada 255 Puerta 5 ,24364,Toledo,Spain,43.256762,-7.465998,+34848605526
Emiliana,Arrieta,female,1952-06-27,es,Acceso de Paco Torres 36,32347,Huesca,Spain,41.75607,-2.320497,+34842477102
Maricela,Badía,female,1940-02-27,es,Camino Eva Álvarez 6 Piso 6 ,25208,Tarragona,Spain,40.93445,-2.71295,+34948 12 20 12
Salvador,Cases,male,1967-07-14,es,Via de Rolando Plana 3 Piso 7 ,17392,Cáceres,Spain,37.222009,-3.949467,+34943 24 92 08
Cándido,Carreño,male,1966-11-01,es,Rambla Nerea Plaza 43,13284,Ourense,Spain,42.126263,-4.819807,+34 928 82 57 36
Paula,Castells,female,1994-08-19,es,Pasaje de Wilfredo Padilla 58 Apt. 47 ,07203,Tarragona,Spain,42.750944,-5.976685,+34888855049
Socorro,Quesada,female,1953-04-25,es,Callejón Fidela Bueno 733 Puerta 5 ,40308,Tarragona,Spain,42.810759,-1.111529,+34 842 758 885
Hortensia,Prat,female,1941-08-22,es,Callejón de Perlita Pascual 394 Piso 6 ,46532,Palencia,Spain,38.938037,-6.678694,+34934497047
Aurelio,Alfonso,male,2000-03-24,es,Ronda de Felisa Murcia 75 Puerta 8 ,01077,Vizcaya,Spain,42.261542,-0.036787,+34872 836 024
Amando,Costa,male,1988-09-29,es,Pasadizo de Domitila Mesa 693 Puerta 8 ,20419,Ciudad,Spain,40.569804,-1.483365,+34 807 351 319
Carmelita,Tejada,female,1939-06-20,es,Paseo Marisa Barroso 2,25166,Guadalajara,Spain,42.074789,-0.000382,+34 704 62 43 00
Lucila,Borrego,female,1989-09-02,es,Glorieta de Albert Montesinos 62,30410,Valencia,Spain,40.294132,-3.277391,+34 842 07 35 66
Benigno,Olmo,male,1984-01-12,es,Vial de Cándida Linares 45,45374,Baleares,Spain,43.320136,-4.535712,+34 923609995
Pilar,Feliu,female,1960-09-06,es,Ronda de Bienvenida Durán 50,10455,Soria,Spain,39.205304,-6.429364,+34865 16 11 92
Jordán,Figuerola,male,1939-07-01,es,Vial Ceferino Bertrán 68 Apt. 76 ,44911,Soria,Spain,37.425502,-3.682439,+34 886 87 98 09
Goyo,Rios,male,1946-12-02,es,Callejón de Paloma Gilabert 84,35789,Ciudad,Spain,42.930503,-6.309481,+34925 44 61 94
Florencio,Marco,male,1998-08-21,es,Glorieta Adelia Cañizares 14 Piso 9 ,19946,Guadalajara,Spain,39.031444,-4.105018,+34 980 566 678
Jacinta,Pedrero,female,1954-06-11,es,Glorieta Bartolomé Uribe 2 Piso 5 ,17958,Zaragoza,Spain,36.122674,-5.403152,+34 986 64 97 65
Moreno,Arteaga,male,1970-11-17,es,Calle Luis Miguel Sancho 28,34819,Navarra,Spain,38.882626,-5.922645,+34848 039 978
Loreto,Botella,male,2003-08-05,es,Rambla Bernardino Blanco 75,44781,Salamanca,Spain,36.716555,-3.509287,+34 821886334
Agustín,Novoa,male,1992-10-30,es,Calle de Cayetano Villa 2,01932,Málaga,Spain,36.924113,-2.034009,+34 972213788
Leopoldo,Montes,male,1974-01-19,es,Alameda Gaspar Alsina 59,13436,Málaga,Spain,38.845191,-0.943524,+34977 81 52 25
María Carmen,Ferrández,female,1952-07-16,es,Pasadizo Morena Seguí 40 Apt. 77 ,48433,Zamora,Spain,37.857505,-2.748544,+34872 854 901
Felisa,Santiago,female,1949-06-28,es,Callejón de Gaspar Rebollo 17,23598,Valladolid,Spain,38.96138,-4.122392,+34 825370488
Fermín,Roman,male,1943-12-19,es,Avenida de Angélica Uriarte 7,30855,Vizcaya,Spain,39.722418,-1.190144,+34877 210 471
Nacho,Priego,male,1995-05-23,es,Glorieta de Sebastián Costa 1 Piso 8 ,05440,Ciudad,Spain,38.273721,-1.290459,+34 924 181 371
Javi,Benavente,male,1961-10-31,es,Avenida Ximena Fábregas 356 Piso 1 ,02924,La Coruña,Spain,39.799108,-1.237132,+34 948 624 456
Rebeca,Barrera,female,2007-03-28,es,Acceso de Amador Coronado 628 Piso 7 ,13059,Córdoba,Spain,40.587208,-6.493075,+34 845 507 174
Agapito,Gual,male,1983-10-22,es,Rambla Román Caballero 93 Puerta 7 ,23893,Melilla,Spain,42.751354,-2.83642,+34874326372
Pía,Álvaro,female,1966-02-09,es,Via de Leoncio Rovira 589 Puerta 4 ,49993,Almería,Spain,38.040905,-6.364042,+34944 421 378
Agustín,Bello,male,2003-01-30,es,Callejón de Poncio Iglesia 896 Puerta 4 ,44614,Alicante,Spain,42.256845,-4.03047,+34 944718397
Roldán,Vilalta,male,2007-07-17,es,Ronda de Armando Heredia 44 Puerta 6 ,22797,Navarra,Spain,38.107101,-0.687177,+34 921 01 22 77
Magdalena,Galán,female,1996-09-28,es,Vial Mariana Tapia 63 Puerta 6 ,06051,Girona,Spain,41.774294,0.817089,+34974 53 40 73
Jesusa,Pazos,female,1941-06-29,es,Acceso de Benigna Aragón 27 Apt. 22 ,40803,Cuenca,Spain,40.112262,-1.170669,+34901855467
Cloe,Villalonga,female,1961-01-05,es,Pasadizo Santos Losa 74,45364,León,Spain,42.759731,-4.519665,+34979066164
Claudia,Pizarro,female,1952-10-26,es,Acceso Catalina Alonso 19 Apt. 67 ,27912,Ávila,Spain,38.983933,-3.164702,+34873 710 762
Emiliana,Agustín,female,1957-06-25,es,C. de René Castillo 63 Piso 9 ,41364,Guadalajara,Spain,43.279938,-2.172454,+34 842320564
Hilda,Zabala,female,1999-05-27,es,Ronda Odalys Quesada 623,49900,Ávila,Spain,42.33016,-2.916364,+34 946821739
Cristina,Salcedo,female,1965-12-10,es,Glorieta Lorenzo Blázquez 25 Puerta 1 ,38468,Pontevedra,Spain,42.690029,-7.403566,+34982 839 476
Macarena,Font,female,1961-03-27,es,Vial de Horacio Roma 96,02970,Navarra,Spain,40.724656,-2.872438,+34 876 88 42 88
Cosme,Bastida,male,1950-04-17,es,Cuesta de Cipriano Arribas 52,13933,Girona,Spain,42.466996,-0.801396,+34902 890 047
Casemiro,Jove,male,1978-04-12,es,Pasaje de Ramona Silva 255,09953,Teruel,Spain,41.514046,1.3353,+34 976 490 283
Isaías,Álvarez,male,1998-08-15,es,Glorieta Cesar Garay 74 Puerta 7 ,27739,Cádiz,Spain,41.46845,-1.744119,+34941 81 07 48
Álvaro,Menéndez,male,2007-01-08,es,Alameda Leandra Garmendia 55 Piso 2 ,04940,Ceuta,Spain,39.302454,-6.275203,+34873 57 94 29
Custodia,Viña,female,1999-11-19,es,Cañada de Ambrosio Gargallo 47,38940,Toledo,Spain,37.872891,-3.692732,+34 868 43 02 40
Maximino,Tena,male,1978-04-16,es,Callejón de Ainara Garay 1 Puerta 3 ,32274,Almería,Spain,39.523575,-3.149709,+34 976 928 850
Anastasio,Reina,male,1980-08-24,es,Callejón Laura Páez 9 Apt. 37 ,26516,Lleida,Spain,39.961411,-1.014638,+34 933 657 393
Urbano,Adadia,male,1994-06-07,es,Avenida de Cristian Manzano 14 Puerta 5 ,02340,Lugo,Spain,37.844873,-3.849969,+34 822 56 16 58
Poncio,Pastor,male,2005-02-20,es,Ronda de Marisa Vila 9,09634,Melilla,Spain,40.091133,-5.865563,+34975 82 29 00
Piedad,Palmer,female,1999-08-25,es,Via de Cesar Oliver 916 Piso 5 ,19149,Sevilla,Spain,38.01985,-3.124476,+34842 51 39 97
Haydée,Cañete,female,1997-10-31,es,Via Cándido Huerta 47,49382,Valladolid,Spain,39.461677,-5.105753,+34 987 84 56 27
Vidal,Alvarado,male,1967-09-01,es,Ronda Víctor Gual 74,06721,Teruel,Spain,38.827229,-3.189404,+34 926 69 85 50
María Pilar,Falcón,female,1943-04-03,es,Pasaje José Garriga 33,18790,Barcelona,Spain,42.303356,-7.587126,+34972 966 165
Abigaíl,Ocaña,female,1954-10-13,es,Vial Augusto Gámez 2 Apt. 80 ,28550,Soria,Spain,39.730682,-5.031135,+34 978 31 23 66
Emma,Lopez,female,2003-03-26,es,Paseo de Fernando Urrutia 25,51126,Málaga,Spain,40.013206,-5.061183,+34 983402742
Lara,Duarte,female,1973-08-26,es,C. de Alejo Cerezo 894,31613,Guadalajara,Spain,39.452227,-6.838945,+34983031295
Victoriano,Camino,male,1968-07-14,es,Alameda Azahar Reig 736 Puerta 6 ,51633,Melilla,Spain,38.168839,-5.623487,+34 973641122
Gala,Antón,female,1983-05-10,es,Cuesta de Alejandro Zabala 951,12496,Lugo,Spain,40.532338,-5.300033,+34887 593 833
Julián,Falcón,male,1993-09-29,es,Camino de Eloísa Montalbán 25 Puerta 3 ,15056,Albacete,Spain,41.148717,-2.747857,+34821 302 956
Odalys,Vera,female,1970-04-19,es,Cañada Fátima Tena 9 Apt. 75 ,01740,Ceuta,Spain,41.892925,-5.721195,+34 925 770 565
María Ángeles,Priego,female,1982-03-03,es,Pasaje de Olimpia Losada 25,08655,Murcia,Spain,42.380034,-7.523648,+34 882 22 35 96
Milagros,Robledo,female,2000-06-19,es,Glorieta Joel Ferrándiz 492 Puerta 2 ,47934,Lleida,Spain,40.332937,-2.850514,+34 877254233
Julie,Zamorano,female,1950-03-27,es,Avenida Carmelo Pera 320,28112,Salamanca,Spain,40.337998,0.293078,+34872 654 942
César,Baena,male,1956-03-08,es,Urbanización Luís Catalán 86,31275,Alicante,Spain,39.329384,-3.214672,+34 945 61 50 48
Marta,Saez,female,2000-03-10,es,Vial Mariano Beltrán 83,29206,Ourense,Spain,39.485727,-1.207041,+34 845421829
Celso,Gámez,male,1985-05-27,es,Pasadizo Adelina Canet 42 Piso 8 ,30388,Ceuta,Spain,41.244679,0.390041,+34880629844
Tito,Bas,male,1960-10-06,es,Callejón Maura Folch 53,51170,Palencia,Spain,43.1502,-6.049324,+34 800 072 370
